Member_number,Date,productId,items,productName,price,Category,TotalPrice,Transactions_id
1715,2015-05-03,2,1,whole milk,1.8,Dairy,1.8,2604
4351,2015-01-16,2,2,whole milk,1.8,Dairy,3.6,12539
4397,2015-06-27,66,2,onions,1.3,Fresh Food,2.6,12710
3653,2015-10-21,2,3,whole milk,1.8,Dairy,5.4,9876
2730,2015-11-10,22,2,root vegetables,1.8,Fresh Food,3.6,6451
4321,2015-10-27,3,2,pip fruit,3.0,Fresh Food,6.0,12425
1086,2015-11-17,8,1,beef,19.5,Fresh Food,19.5,304
1708,2015-12-28,7,1,citrus fruit,1.5,Fresh Food,1.5,2586
4293,2015-08-24,19,3,sausage,3.1,Fresh Food,9.3,12296
4524,2015-04-22,58,3,ice cream,1.8,Frozen & Processed Food,5.4,13174
3783,2015-03-08,58,2,ice cream,1.8,Frozen & Processed Food,3.6,10383
1460,2015-06-24,1,1,tropical fruit,7.8,Fresh Food,7.8,1673
2960,2015-12-19,1,3,tropical fruit,7.8,Fresh Food,23.4,7308
3442,2015-10-12,43,3,sparkling wine,12.5,Beverages,37.5,9054
4059,2015-05-07,19,3,sausage,3.1,Fresh Food,9.3,11363
1822,2015-03-03,1,2,tropical fruit,7.8,Fresh Food,15.6,3041
1584,2015-07-10,119,1,long life bakery product,9.9,Bakery & Sweets,9.9,2129
1624,2015-02-04,2,3,whole milk,1.8,Dairy,5.4,2293
4877,2015-11-06,29,1,ham,15.2,Fresh Food,15.2,14552
1567,2015-04-11,9,3,frankfurter,5.5,Fresh Food,16.5,2067
2018,2015-01-04,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,3791
1182,2015-09-01,21,1,hamburger meat,12.3,Fresh Food,12.3,667
3401,2015-08-02,54,1,condensed milk,3.5,Dairy,3.5,8911
4547,2015-01-18,2,1,whole milk,1.8,Dairy,1.8,13266
3547,2015-10-21,50,2,bottled beer,1.8,Beverages,3.6,9472
4831,2015-04-06,19,3,sausage,3.1,Fresh Food,9.3,14373
2851,2015-01-01,83,2,white bread,0.3,Bakery & Sweets,0.6,6906
3072,2015-02-28,4,1,other vegetables,0.8,Fresh Food,0.8,7719
1398,2015-04-15,19,3,sausage,3.1,Fresh Food,9.3,1448
1779,2015-10-28,8,2,beef,19.5,Fresh Food,39.0,2867
1823,2015-11-27,26,3,berries,10.8,Fresh Food,32.400000000000006,3047
3360,2015-11-14,8,2,beef,19.5,Fresh Food,39.0,8780
1565,2015-10-15,2,1,whole milk,1.8,Dairy,1.8,2054
4321,2015-05-08,9,2,frankfurter,5.5,Fresh Food,11.0,12421
1293,2015-03-05,1,3,tropical fruit,7.8,Fresh Food,23.4,1067
3331,2015-07-25,2,3,whole milk,1.8,Dairy,5.4,8685
2408,2015-05-19,7,3,citrus fruit,1.5,Fresh Food,4.5,5248
2742,2015-10-10,51,3,dessert,1.15,Bakery & Sweets,3.4499999999999997,6491
3934,2015-05-01,2,1,whole milk,1.8,Dairy,1.8,10942
4742,2015-06-22,24,2,pastry,3.1,Bakery & Sweets,6.2,14028
4405,2015-07-22,31,1,curd cheese,9.2,Dairy,9.2,12736
3229,2015-03-25,4,1,other vegetables,0.8,Fresh Food,0.8,8310
2817,2015-12-22,137,1,male cosmetics,10.6,Personal Care,10.6,6804
2741,2015-02-17,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,6487
3562,2015-12-30,48,3,finished products,6.5,Frozen & Processed Food,19.5,9540
4442,2015-06-10,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,12875
2022,2015-02-05,12,2,fruit/vegetable juice,2.1,Beverages,4.2,3809
4380,2015-11-03,26,3,berries,10.8,Fresh Food,32.400000000000006,12648
3687,2015-12-22,4,2,other vegetables,0.8,Fresh Food,1.6,10017
2077,2015-05-07,131,3,roll products,8.6,Specialty & Seasonal,25.799999999999997,4035
3273,2015-03-15,19,3,sausage,3.1,Fresh Food,9.3,8467
3736,2015-11-27,8,1,beef,19.5,Fresh Food,19.5,10186
3190,2015-03-28,1,1,tropical fruit,7.8,Fresh Food,7.8,8170
3295,2015-07-28,19,1,sausage,3.1,Fresh Food,3.1,8544
3276,2015-06-30,53,2,specialty chocolate,18.8,Bakery & Sweets,37.6,8475
4405,2015-01-06,17,2,bottled water,0.5,Beverages,1.0,12735
4266,2015-07-31,19,3,sausage,3.1,Fresh Food,9.3,12186
1372,2015-06-25,2,2,whole milk,1.8,Dairy,3.6,1353
1242,2015-12-13,49,3,beverages,1.1,Beverages,3.3000000000000003,886
4820,2015-05-01,24,2,pastry,3.1,Bakery & Sweets,6.2,14323
4702,2015-11-08,40,2,grapes,9.4,Fresh Food,18.8,13882
3687,2015-07-16,7,2,citrus fruit,1.5,Fresh Food,3.0,10015
4115,2015-03-20,7,1,citrus fruit,1.5,Fresh Food,1.5,11583
2236,2015-02-03,57,2,meat,8.5,Fresh Food,17.0,4605
1026,2015-03-15,80,1,salty snack,0.5,Snacks,0.5,100
2678,2015-03-20,48,1,finished products,6.5,Frozen & Processed Food,6.5,6248
1934,2015-08-04,50,2,bottled beer,1.8,Beverages,3.6,3488
3525,2015-02-14,7,3,citrus fruit,1.5,Fresh Food,4.5,9391
1354,2015-11-29,58,3,ice cream,1.8,Frozen & Processed Food,5.4,1286
2782,2015-04-09,1,3,tropical fruit,7.8,Fresh Food,23.4,6652
4456,2015-05-16,70,2,margarine,3.5,Pantry Staples,7.0,12926
4869,2015-04-03,38,3,soda,0.8,Beverages,2.4000000000000004,14523
2454,2015-08-26,19,1,sausage,3.1,Fresh Food,3.1,5431
4222,2015-08-20,49,3,beverages,1.1,Beverages,3.3000000000000003,12014
1358,2015-09-11,74,2,whipped/sour cream,5.5,Dairy,11.0,1299
3393,2015-02-15,1,3,tropical fruit,7.8,Fresh Food,23.4,8883
1615,2015-12-03,37,1,herbs,6.5,Fresh Food,6.5,2249
4734,2015-07-12,2,2,whole milk,1.8,Dairy,3.6,13997
4946,2015-11-04,18,3,yogurt,2.2,Dairy,6.6000000000000005,14784
2419,2015-08-22,21,2,hamburger meat,12.3,Fresh Food,24.6,5276
4989,2015-06-03,3,2,pip fruit,3.0,Fresh Food,6.0,14926
2961,2015-05-27,33,2,frozen potato products,3.0,Frozen & Processed Food,6.0,7317
2707,2015-03-07,2,3,whole milk,1.8,Dairy,5.4,6364
2010,2015-11-06,2,2,whole milk,1.8,Dairy,3.6,3756
1502,2015-04-16,19,3,sausage,3.1,Fresh Food,9.3,1846
2600,2015-04-29,84,1,female sanitary products,2.5,Personal Care,2.5,5968
3603,2015-01-30,8,3,beef,19.5,Fresh Food,58.5,9710
4352,2015-04-14,19,1,sausage,3.1,Fresh Food,3.1,12542
1477,2015-05-16,19,3,sausage,3.1,Fresh Food,9.3,1740
4938,2015-11-24,1,2,tropical fruit,7.8,Fresh Food,15.6,14752
2745,2015-01-27,9,3,frankfurter,5.5,Fresh Food,16.5,6505
2738,2015-11-09,8,2,beef,19.5,Fresh Food,39.0,6475
4170,2015-01-19,45,1,curd,9.8,Dairy,9.8,11809
3776,2015-05-17,17,3,bottled water,0.5,Beverages,1.5,10354
1062,2015-09-18,18,2,yogurt,2.2,Dairy,4.4,230
1546,2015-01-03,22,1,root vegetables,1.8,Fresh Food,1.8,1995
2020,2015-11-19,76,1,sliced cheese,4.2,Dairy,4.2,3805
2366,2015-01-18,3,3,pip fruit,3.0,Fresh Food,9.0,5097
1107,2015-01-03,10,1,chicken,7.2,Fresh Food,7.2,379
1407,2015-07-29,29,2,ham,15.2,Fresh Food,30.4,1476
3718,2015-02-26,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,10121
4808,2015-07-26,42,1,fish,10.2,Fresh Food,10.2,14283
2940,2015-05-21,39,2,detergent,5.5,Household & Hygiene,11.0,7226
3048,2015-12-10,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,7632
3165,2015-06-15,19,1,sausage,3.1,Fresh Food,3.1,8068
4306,2015-12-28,27,1,coffee,8.5,Beverages,8.5,12364
4302,2015-11-05,9,1,frankfurter,5.5,Fresh Food,5.5,12338
4516,2015-03-29,19,2,sausage,3.1,Fresh Food,6.2,13151
3582,2015-03-31,2,1,whole milk,1.8,Dairy,1.8,9612
1534,2015-07-10,51,2,dessert,1.15,Bakery & Sweets,2.3,1961
1844,2015-07-24,3,1,pip fruit,3.0,Fresh Food,3.0,3126
1218,2015-07-05,19,1,sausage,3.1,Fresh Food,3.1,789
4482,2015-11-30,2,1,whole milk,1.8,Dairy,1.8,13012
2574,2015-12-11,80,1,salty snack,0.5,Snacks,0.5,5861
2767,2015-01-27,19,2,sausage,3.1,Fresh Food,6.2,6600
2794,2015-09-29,50,2,bottled beer,1.8,Beverages,3.6,6701
4228,2015-03-26,121,2,sweet spreads,5.4,Bakery & Sweets,10.8,12042
3062,2015-06-08,3,3,pip fruit,3.0,Fresh Food,9.0,7682
2365,2015-06-21,23,1,pork,7.2,Fresh Food,7.2,5093
3775,2015-07-07,49,1,beverages,1.1,Beverages,1.1,10348
2232,2015-05-06,2,2,whole milk,1.8,Dairy,3.6,4586
4156,2015-08-03,1,3,tropical fruit,7.8,Fresh Food,23.4,11750
3643,2015-09-20,9,1,frankfurter,5.5,Fresh Food,5.5,9839
3470,2015-10-04,121,2,sweet spreads,5.4,Bakery & Sweets,10.8,9158
2602,2015-12-11,122,1,soups,4.5,Frozen & Processed Food,4.5,5978
4796,2015-06-10,38,1,soda,0.8,Beverages,0.8,14234
3289,2015-08-09,22,2,root vegetables,1.8,Fresh Food,3.6,8520
4470,2015-03-31,2,2,whole milk,1.8,Dairy,3.6,12981
2502,2015-02-07,7,1,citrus fruit,1.5,Fresh Food,1.5,5576
2205,2015-03-07,2,1,whole milk,1.8,Dairy,1.8,4489
3201,2015-01-21,38,2,soda,0.8,Beverages,1.6,8197
2882,2015-06-25,19,1,sausage,3.1,Fresh Food,3.1,7029
2757,2015-12-16,74,1,whipped/sour cream,5.5,Dairy,5.5,6551
3679,2015-08-30,9,2,frankfurter,5.5,Fresh Food,11.0,9980
2380,2015-02-12,4,1,other vegetables,0.8,Fresh Food,0.8,5140
1825,2015-10-06,50,1,bottled beer,1.8,Beverages,1.8,3052
2868,2015-07-18,3,3,pip fruit,3.0,Fresh Food,9.0,6976
2709,2015-08-20,7,2,citrus fruit,1.5,Fresh Food,3.0,6375
4585,2015-07-16,74,3,whipped/sour cream,5.5,Dairy,16.5,13405
2634,2015-04-22,74,3,whipped/sour cream,5.5,Dairy,16.5,6097
4832,2015-12-03,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,14380
2032,2015-07-28,1,1,tropical fruit,7.8,Fresh Food,7.8,3844
2061,2015-12-27,1,1,tropical fruit,7.8,Fresh Food,7.8,3964
2210,2015-01-13,15,3,specialty bar,5.2,Bakery & Sweets,15.600000000000001,4506
2346,2015-08-05,57,3,meat,8.5,Fresh Food,25.5,5011
4315,2015-04-26,38,3,soda,0.8,Beverages,2.4000000000000004,12396
4166,2015-07-26,18,1,yogurt,2.2,Dairy,2.2,11792
3907,2015-10-25,9,3,frankfurter,5.5,Fresh Food,16.5,10838
2706,2015-03-22,29,3,ham,15.2,Fresh Food,45.599999999999994,6360
2855,2015-08-05,153,2,organic products,9.4,Personal Care,18.8,6923
2074,2015-04-10,25,2,canned beer,1.1,Beverages,2.2,4023
2840,2015-05-27,36,1,frozen meals,9.7,Frozen & Processed Food,9.7,6875
2247,2015-05-31,4,2,other vegetables,0.8,Fresh Food,1.6,4651
4063,2015-07-14,19,2,sausage,3.1,Fresh Food,6.2,11373
4780,2015-07-03,19,2,sausage,3.1,Fresh Food,6.2,14167
1081,2015-03-06,9,1,frankfurter,5.5,Fresh Food,5.5,290
4843,2015-03-02,137,2,male cosmetics,10.6,Personal Care,21.2,14424
3246,2015-08-27,36,1,frozen meals,9.7,Frozen & Processed Food,9.7,8359
4009,2015-07-14,2,3,whole milk,1.8,Dairy,5.4,11200
3697,2015-10-03,64,2,UHT-milk,2.1,Dairy,4.2,10051
4579,2015-10-29,28,1,misc. beverages,1.2,Beverages,1.2,13388
3803,2015-10-06,12,2,fruit/vegetable juice,2.1,Beverages,4.2,10452
4108,2015-07-21,22,3,root vegetables,1.8,Fresh Food,5.4,11551
1664,2015-04-01,9,1,frankfurter,5.5,Fresh Food,5.5,2450
4179,2015-03-06,40,1,grapes,9.4,Fresh Food,9.4,11835
4172,2015-02-18,40,1,grapes,9.4,Fresh Food,9.4,11815
2851,2015-02-17,50,3,bottled beer,1.8,Beverages,5.4,6913
3385,2015-06-22,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,8861
1303,2015-09-08,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,1102
4487,2015-01-22,45,1,curd,9.8,Dairy,9.8,13033
2392,2015-03-23,19,3,sausage,3.1,Fresh Food,9.3,5183
4218,2015-10-03,9,2,frankfurter,5.5,Fresh Food,11.0,11996
2891,2015-07-02,107,3,liver loaf,8.5,Fresh Food,25.5,7055
4474,2015-12-10,25,1,canned beer,1.1,Beverages,1.1,12993
4437,2015-07-28,128,2,soft cheese,7.2,Dairy,14.4,12856
2648,2015-11-08,23,3,pork,7.2,Fresh Food,21.6,6137
1081,2015-05-03,1,2,tropical fruit,7.8,Fresh Food,15.6,289
3071,2015-01-21,3,2,pip fruit,3.0,Fresh Food,6.0,7713
3409,2015-05-20,7,1,citrus fruit,1.5,Fresh Food,1.5,8944
2768,2015-01-01,57,2,meat,8.5,Fresh Food,17.0,6601
3424,2015-08-16,71,2,shopping bags,5.12,Household & Hygiene,10.24,8994
4610,2015-04-19,21,1,hamburger meat,12.3,Fresh Food,12.3,13496
3090,2015-11-04,22,1,root vegetables,1.8,Fresh Food,1.8,7787
4585,2015-05-01,8,1,beef,19.5,Fresh Food,19.5,13404
4388,2015-03-20,25,2,canned beer,1.1,Beverages,2.2,12677
3751,2015-01-01,74,2,whipped/sour cream,5.5,Dairy,11.0,10246
2650,2015-05-11,1,2,tropical fruit,7.8,Fresh Food,15.6,6148
2448,2015-06-08,1,1,tropical fruit,7.8,Fresh Food,7.8,5400
2652,2015-12-26,24,3,pastry,3.1,Bakery & Sweets,9.3,6154
1385,2015-11-19,30,2,turkey,12.5,Fresh Food,25.0,1404
2960,2015-08-31,1,3,tropical fruit,7.8,Fresh Food,23.4,7312
2736,2015-03-02,35,1,sugar,1.2,Bakery & Sweets,1.2,6465
1768,2015-04-21,48,2,finished products,6.5,Frozen & Processed Food,13.0,2822
2002,2015-10-20,57,3,meat,8.5,Fresh Food,25.5,3733
3046,2015-11-18,21,2,hamburger meat,12.3,Fresh Food,24.6,7623
2284,2015-03-18,23,2,pork,7.2,Fresh Food,14.4,4783
1708,2015-09-18,2,2,whole milk,1.8,Dairy,3.6,2585
1952,2015-11-23,23,3,pork,7.2,Fresh Food,21.6,3563
3497,2015-09-08,64,1,UHT-milk,2.1,Dairy,2.1,9271
1479,2015-05-14,4,2,other vegetables,0.8,Fresh Food,1.6,1747
1237,2015-04-09,2,1,whole milk,1.8,Dairy,1.8,863
4353,2015-08-24,10,1,chicken,7.2,Fresh Food,7.2,12549
3528,2015-08-18,2,3,whole milk,1.8,Dairy,5.4,9401
2092,2015-09-04,3,3,pip fruit,3.0,Fresh Food,9.0,4088
2514,2015-11-02,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,5627
4790,2015-05-16,22,2,root vegetables,1.8,Fresh Food,3.6,14217
1948,2015-08-25,9,3,frankfurter,5.5,Fresh Food,16.5,3546
3581,2015-01-16,2,2,whole milk,1.8,Dairy,3.6,9603
4778,2015-03-26,9,2,frankfurter,5.5,Fresh Food,11.0,14158
2601,2015-03-26,22,2,root vegetables,1.8,Fresh Food,3.6,5971
4678,2015-03-31,3,1,pip fruit,3.0,Fresh Food,3.0,13766
3642,2015-02-24,19,2,sausage,3.1,Fresh Food,6.2,9836
2957,2015-09-19,64,1,UHT-milk,2.1,Dairy,2.1,7294
4585,2015-09-28,23,1,pork,7.2,Fresh Food,7.2,13408
3637,2015-07-10,7,2,citrus fruit,1.5,Fresh Food,3.0,9819
1353,2015-02-09,8,2,beef,19.5,Fresh Food,39.0,1276
3257,2015-02-13,2,2,whole milk,1.8,Dairy,3.6,8412
2524,2015-09-10,8,2,beef,19.5,Fresh Food,39.0,5673
2035,2015-12-23,19,1,sausage,3.1,Fresh Food,3.1,3854
3658,2015-09-26,50,2,bottled beer,1.8,Beverages,3.6,9893
1901,2015-11-29,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,3353
3247,2015-01-13,22,1,root vegetables,1.8,Fresh Food,1.8,8366
4308,2015-01-24,7,3,citrus fruit,1.5,Fresh Food,4.5,12370
1305,2015-05-24,1,3,tropical fruit,7.8,Fresh Food,23.4,1111
1011,2015-12-09,9,1,frankfurter,5.5,Fresh Food,5.5,45
2234,2015-07-29,19,3,sausage,3.1,Fresh Food,9.3,4598
3744,2015-12-08,1,1,tropical fruit,7.8,Fresh Food,7.8,10221
2903,2015-08-08,9,2,frankfurter,5.5,Fresh Food,11.0,7088
3036,2015-07-12,19,2,sausage,3.1,Fresh Food,6.2,7582
2465,2015-12-27,1,3,tropical fruit,7.8,Fresh Food,23.4,5459
1233,2015-03-20,74,2,whipped/sour cream,5.5,Dairy,11.0,845
1366,2015-05-29,8,3,beef,19.5,Fresh Food,58.5,1335
3741,2015-08-06,29,3,ham,15.2,Fresh Food,45.599999999999994,10207
2230,2015-05-28,1,2,tropical fruit,7.8,Fresh Food,15.6,4577
1206,2015-05-15,19,2,sausage,3.1,Fresh Food,6.2,751
3690,2015-04-24,9,3,frankfurter,5.5,Fresh Food,16.5,10026
3620,2015-06-18,19,2,sausage,3.1,Fresh Food,6.2,9770
4759,2015-02-20,9,1,frankfurter,5.5,Fresh Food,5.5,14096
3543,2015-10-11,8,2,beef,19.5,Fresh Food,39.0,9454
2792,2015-07-29,9,2,frankfurter,5.5,Fresh Food,11.0,6694
1929,2015-07-10,17,1,bottled water,0.5,Beverages,0.5,3460
2433,2015-08-23,49,2,beverages,1.1,Beverages,2.2,5333
4941,2015-01-15,25,2,canned beer,1.1,Beverages,2.2,14768
3547,2015-10-07,24,3,pastry,3.1,Bakery & Sweets,9.3,9471
1290,2015-04-24,9,2,frankfurter,5.5,Fresh Food,11.0,1059
4207,2015-08-28,4,2,other vegetables,0.8,Fresh Food,1.6,11952
2107,2015-03-01,9,1,frankfurter,5.5,Fresh Food,5.5,4136
3050,2015-03-11,23,3,pork,7.2,Fresh Food,21.6,7641
3814,2015-07-21,25,3,canned beer,1.1,Beverages,3.3000000000000003,10498
4875,2015-09-13,40,3,grapes,9.4,Fresh Food,28.200000000000003,14545
3691,2015-08-08,17,2,bottled water,0.5,Beverages,1.0,10028
2433,2015-03-14,8,3,beef,19.5,Fresh Food,58.5,5330
4757,2015-01-09,37,1,herbs,6.5,Fresh Food,6.5,14089
1407,2015-04-29,9,3,frankfurter,5.5,Fresh Food,16.5,1475
4718,2015-06-12,19,1,sausage,3.1,Fresh Food,3.1,13937
1240,2015-04-14,19,3,sausage,3.1,Fresh Food,9.3,877
1792,2015-08-15,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2922
4486,2015-11-09,29,1,ham,15.2,Fresh Food,15.2,13025
1757,2015-06-15,48,3,finished products,6.5,Frozen & Processed Food,19.5,2777
2186,2015-07-01,7,3,citrus fruit,1.5,Fresh Food,4.5,4420
3752,2015-04-15,26,3,berries,10.8,Fresh Food,32.400000000000006,10250
3051,2015-11-29,4,2,other vegetables,0.8,Fresh Food,1.6,7649
3688,2015-10-23,38,1,soda,0.8,Beverages,0.8,10019
4676,2015-01-15,19,3,sausage,3.1,Fresh Food,9.3,13759
2142,2015-06-25,107,1,liver loaf,8.5,Fresh Food,8.5,4257
4939,2015-06-29,38,1,soda,0.8,Beverages,0.8,14758
1806,2015-07-06,49,1,beverages,1.1,Beverages,1.1,2980
1595,2015-10-05,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,2164
2086,2015-03-09,10,3,chicken,7.2,Fresh Food,21.6,4067
4251,2015-10-03,1,1,tropical fruit,7.8,Fresh Food,7.8,12123
2689,2015-04-30,93,2,nuts/prunes,6.2,Fresh Food,12.4,6289
2560,2015-11-26,23,1,pork,7.2,Fresh Food,7.2,5814
2393,2015-04-17,40,2,grapes,9.4,Fresh Food,18.8,5184
1669,2015-08-19,19,1,sausage,3.1,Fresh Food,3.1,2463
3500,2015-04-21,38,1,soda,0.8,Beverages,0.8,9290
1213,2015-03-03,8,1,beef,19.5,Fresh Food,19.5,774
4598,2015-11-18,2,3,whole milk,1.8,Dairy,5.4,13458
1404,2015-05-03,73,2,oil,3.4,Pantry Staples,6.8,1463
1758,2015-02-26,4,2,other vegetables,0.8,Fresh Food,1.6,2783
1265,2015-03-07,3,1,pip fruit,3.0,Fresh Food,3.0,959
1006,2015-06-14,9,3,frankfurter,5.5,Fresh Food,16.5,32
2779,2015-10-17,2,3,whole milk,1.8,Dairy,5.4,6640
4457,2015-09-03,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,12929
2532,2015-07-06,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,5698
2811,2015-02-23,10,2,chicken,7.2,Fresh Food,14.4,6776
4004,2015-05-10,19,2,sausage,3.1,Fresh Food,6.2,11185
1737,2015-05-09,21,2,hamburger meat,12.3,Fresh Food,24.6,2693
3266,2015-10-25,19,3,sausage,3.1,Fresh Food,9.3,8445
4981,2015-01-10,70,2,margarine,3.5,Pantry Staples,7.0,14901
1934,2015-08-06,40,2,grapes,9.4,Fresh Food,18.8,3489
2512,2015-01-19,25,1,canned beer,1.1,Beverages,1.1,5618
3400,2015-03-04,50,2,bottled beer,1.8,Beverages,3.6,8908
4301,2015-05-01,21,2,hamburger meat,12.3,Fresh Food,24.6,12332
2997,2015-12-30,71,1,shopping bags,5.12,Household & Hygiene,5.12,7444
1098,2015-08-05,7,1,citrus fruit,1.5,Fresh Food,1.5,348
2208,2015-07-30,22,3,root vegetables,1.8,Fresh Food,5.4,4498
3672,2015-05-28,26,2,berries,10.8,Fresh Food,21.6,9950
3651,2015-01-24,2,3,whole milk,1.8,Dairy,5.4,9869
3957,2015-05-15,9,3,frankfurter,5.5,Fresh Food,16.5,11023
2986,2015-01-11,4,1,other vegetables,0.8,Fresh Food,0.8,7400
4433,2015-05-25,60,3,cream cheese,6.3,Dairy,18.9,12836
3822,2015-05-27,7,2,citrus fruit,1.5,Fresh Food,3.0,10530
4588,2015-04-30,1,1,tropical fruit,7.8,Fresh Food,7.8,13416
2622,2015-07-17,4,2,other vegetables,0.8,Fresh Food,1.6,6049
2117,2015-05-02,20,2,brown bread,0.8,Bakery & Sweets,1.6,4169
1780,2015-07-12,15,1,specialty bar,5.2,Bakery & Sweets,5.2,2869
3819,2015-04-12,41,2,processed cheese,6.4,Dairy,12.8,10518
1884,2015-12-11,10,1,chicken,7.2,Fresh Food,7.2,3279
2595,2015-01-23,19,2,sausage,3.1,Fresh Food,6.2,5949
3046,2015-03-31,19,1,sausage,3.1,Fresh Food,3.1,7626
3228,2015-01-26,10,3,chicken,7.2,Fresh Food,21.6,8307
2251,2015-06-23,60,2,cream cheese,6.3,Dairy,12.6,4659
2368,2015-11-11,4,1,other vegetables,0.8,Fresh Food,0.8,5099
2573,2015-01-03,24,2,pastry,3.1,Bakery & Sweets,6.2,5856
4701,2015-04-30,38,2,soda,0.8,Beverages,1.6,13880
4384,2015-05-25,7,2,citrus fruit,1.5,Fresh Food,3.0,12662
1998,2015-05-18,2,1,whole milk,1.8,Dairy,1.8,3718
4583,2015-02-23,45,3,curd,9.8,Dairy,29.400000000000002,13398
2043,2015-04-21,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,3891
2201,2015-05-22,19,3,sausage,3.1,Fresh Food,9.3,4475
3522,2015-09-23,8,1,beef,19.5,Fresh Food,19.5,9377
3922,2015-08-28,18,3,yogurt,2.2,Dairy,6.6000000000000005,10906
2636,2015-09-11,48,1,finished products,6.5,Frozen & Processed Food,6.5,6100
1092,2015-07-27,40,2,grapes,9.4,Fresh Food,18.8,328
2711,2015-09-13,75,2,frozen vegetables,2.5,Frozen & Processed Food,5.0,6378
3899,2015-04-22,19,3,sausage,3.1,Fresh Food,9.3,10804
4372,2015-07-30,23,1,pork,7.2,Fresh Food,7.2,12621
4576,2015-08-05,64,2,UHT-milk,2.1,Dairy,4.2,13373
4953,2015-10-10,129,1,mayonnaise,1.8,Specialty & Seasonal,1.8,14813
4692,2015-10-27,1,1,tropical fruit,7.8,Fresh Food,7.8,13831
1170,2015-11-12,30,2,turkey,12.5,Fresh Food,25.0,626
2625,2015-04-08,19,1,sausage,3.1,Fresh Food,3.1,6058
2394,2015-08-30,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,5196
4277,2015-02-18,38,2,soda,0.8,Beverages,1.6,12235
3170,2015-01-17,131,2,roll products,8.6,Specialty & Seasonal,17.2,8088
2229,2015-10-25,38,1,soda,0.8,Beverages,0.8,4571
2944,2015-02-01,19,2,sausage,3.1,Fresh Food,6.2,7240
2582,2015-03-06,4,1,other vegetables,0.8,Fresh Food,0.8,5893
1373,2015-05-10,19,2,sausage,3.1,Fresh Food,6.2,1354
1366,2015-10-25,4,2,other vegetables,0.8,Fresh Food,1.6,1334
3469,2015-05-10,18,3,yogurt,2.2,Dairy,6.6000000000000005,9155
4012,2015-05-16,57,3,meat,8.5,Fresh Food,25.5,11209
2031,2015-02-26,9,3,frankfurter,5.5,Fresh Food,16.5,3842
2459,2015-09-16,4,1,other vegetables,0.8,Fresh Food,0.8,5441
4377,2015-02-23,26,1,berries,10.8,Fresh Food,10.8,12643
1534,2015-08-13,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,1962
2051,2015-07-23,49,2,beverages,1.1,Beverages,2.2,3929
3430,2015-01-26,34,2,flour,2.1,Pantry Staples,4.2,9018
1567,2015-03-13,9,2,frankfurter,5.5,Fresh Food,11.0,2068
2972,2015-05-21,64,1,UHT-milk,2.1,Dairy,2.1,7348
1287,2015-08-28,7,2,citrus fruit,1.5,Fresh Food,3.0,1050
4776,2015-08-08,4,2,other vegetables,0.8,Fresh Food,1.6,14152
2271,2015-08-04,2,3,whole milk,1.8,Dairy,5.4,4734
4657,2015-08-15,50,2,bottled beer,1.8,Beverages,3.6,13677
2344,2015-04-14,66,2,onions,1.3,Fresh Food,2.6,5002
1482,2015-07-06,2,2,whole milk,1.8,Dairy,3.6,1759
1278,2015-12-09,102,1,cookware,4.6,Household & Hygiene,4.6,1005
4831,2015-11-13,8,3,beef,19.5,Fresh Food,58.5,14375
1819,2015-11-11,10,2,chicken,7.2,Fresh Food,14.4,3029
2687,2015-07-31,19,2,sausage,3.1,Fresh Food,6.2,6280
4468,2015-03-24,78,3,baking powder,1.8,Pantry Staples,5.4,12973
4760,2015-04-02,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,14098
2310,2015-03-24,119,1,long life bakery product,9.9,Bakery & Sweets,9.9,4882
3924,2015-02-07,102,2,cookware,4.6,Household & Hygiene,9.2,10911
3517,2015-12-11,3,1,pip fruit,3.0,Fresh Food,3.0,9352
3164,2015-09-30,7,1,citrus fruit,1.5,Fresh Food,1.5,8065
3245,2015-05-17,21,2,hamburger meat,12.3,Fresh Food,24.6,8351
2629,2015-12-06,10,3,chicken,7.2,Fresh Food,21.6,6071
1347,2015-09-15,8,1,beef,19.5,Fresh Food,19.5,1261
1216,2015-08-25,38,3,soda,0.8,Beverages,2.4000000000000004,785
4636,2015-04-10,29,2,ham,15.2,Fresh Food,30.4,13589
1197,2015-11-22,7,1,citrus fruit,1.5,Fresh Food,1.5,721
1100,2015-03-12,96,2,hygiene articles,7.5,Household & Hygiene,15.0,358
